ROCKID,X_LOC,Y_LOC,ROCK_RECNO,FIRST_BMP
DGD2 ,3,2,117,340
DGD2 ,0,3,117,341
DGD2 ,1,3,117,342
DGD2 ,2,3,117,343
DGD2 ,3,3,117,344
DGD3 ,0,0,118,345
DGD3 ,1,0,118,346
DGD3 ,2,0,118,347
DGD3 ,3,0,118,348
DGD3 ,0,1,118,349
DGD3 ,1,1,118,350
DGD3 ,2,1,118,351
DGD3 ,3,1,118,352
DGD3 ,0,2,118,353
DGD3 ,1,2,118,354
DGD3 ,2,2,118,355
DGD3 ,3,2,118,356
DGD3 ,0,3,118,357
DGD3 ,1,3,118,358
DGD3 ,2,3,118,359
DGD3 ,3,3,118,360
DGD4 ,0,0,119,361
DGD4 ,1,0,119,362
DGD4 ,2,0,119,363
DGD4 ,3,0,119,364
DGD4 ,0,1,119,365
DGD4 ,1,1,119,366
DGD4 ,2,1,119,367
DGD4 ,3,1,119,368
DGD4 ,0,2,119,369
DGD4 ,1,2,119,370
DGD4 ,2,2,119,371
DGD4 ,3,2,119,372
DGD4 ,0,3,119,373
DGD4 ,1,3,119,374
DGD4 ,2,3,119,375
DGD4 ,3,3,119,376
DGD5 ,0,0,120,377
DGD5 ,1,0,120,378
DGD5 ,2,0,120,379
DGD5 ,3,0,120,380
DGD5 ,0,1,120,381
DGD5 ,1,1,120,382
DGD5 ,2,1,120,383
DGD5 ,3,1,120,384
DGD5 ,0,2,120,385
DGD5 ,1,2,120,386
DGD5 ,2,2,120,387
DGD5 ,3,2,120,388
DGD5 ,0,3,120,389
DGD5 ,1,3,120,390
DGD5 ,2,3,120,391
DGD5 ,3,3,120,392
DGD6 ,0,0,121,393
DGD6 ,1,0,121,394
DGD6 ,2,0,121,395
DGD6 ,3,0,121,396
DGD6 ,0,1,121,397
DGD6 ,1,1,121,398
DGD6 ,2,1,121,399
DGD6 ,3,1,121,400
DGD6 ,0,2,121,401
DGD6 ,1,2,121,402
DGD6 ,2,2,121,403
DGD6 ,3,2,121,404
DGD6 ,0,3,121,405
DGD6 ,1,3,121,406
DGD6 ,2,3,121,407
DGD6 ,3,3,121,408
DGD7 ,0,0,122,409
DGD7 ,1,0,122,410
DGD7 ,2,0,122,411
DGD7 ,3,0,122,412
DGD7 ,0,1,122,413
DGD7 ,1,1,122,414
DGD7 ,2,1,122,415
DGD7 ,3,1,122,416
DGD7 ,0,2,122,417
DGD7 ,1,2,122,418
DGD7 ,2,2,122,419
DGD7 ,3,2,122,420
DGD7 ,0,3,122,421
DGD7 ,1,3,122,422
DGD7 ,2,3,122,423
DGD7 ,3,3,122,424
DGD8 ,0,0,123,425
DGD8 ,1,0,123,426
DGD8 ,2,0,123,427
DGD8 ,3,0,123,428
DGD8 ,0,1,123,429
DGD8 ,1,1,123,430
DGD8 ,2,1,123,431
DGD8 ,3,1,123,432
DGD8 ,0,2,123,433
DGD8 ,1,2,123,434
DGD8 ,2,2,123,435
DGD8 ,3,2,123,436
DGD8 ,0,3,123,437
DGD8 ,1,3,123,438
DGD8 ,2,3,123,439
DGD8 ,3,3,123,440
DGD9 ,0,0,124,441
DGD9 ,1,0,124,442
DGD9 ,2,0,124,443
DGD9 ,3,0,124,444
DGD9 ,0,1,124,445
DGD9 ,1,1,124,446
DGD9 ,2,1,124,447
DGD9 ,3,1,124,448
DGD9 ,0,2,124,449
DGD9 ,1,2,124,450
DGD9 ,2,2,124,451
DGD9 ,3,2,124,452
DGD9 ,0,3,124,453
DGD9 ,1,3,124,454
DGD9 ,2,3,124,455
DGD9 ,3,3,124,456
DGDA ,0,0,125,457
DGDA ,1,0,125,458
DGDA ,2,0,125,459
DGDA ,3,0,125,460
DGDA ,0,1,125,461
DGDA ,1,1,125,462
DGDA ,2,1,125,463
DGDA ,3,1,125,464
DGDA ,0,2,125,465
DGDA ,1,2,125,466
DGDA ,2,2,125,467
DGDA ,3,2,125,468
DGDA ,0,3,125,469
DGDA ,1,3,125,470
DGDA ,2,3,125,471
DGDA ,3,3,125,472
DGDB ,0,0,126,473
DGDB ,1,0,126,474
DGDB ,2,0,126,475
DGDB ,3,0,126,476
DGDB ,0,1,126,477
DGDB ,1,1,126,478
DGDB ,2,1,126,479
DGDB ,3,1,126,480
DGDB ,0,2,126,481
DGDB ,1,2,126,482
DGDB ,2,2,126,483
DGDB ,3,2,126,484
DGDB ,0,3,126,485
DGDB ,1,3,126,486
DGDB ,2,3,126,487
DGDB ,3,3,126,488
DGDC ,0,0,127,489
DGDC ,1,0,127,490
DGDC ,2,0,127,491
DGDC ,3,0,127,492
DGDC ,0,1,127,493
DGDC ,1,1,127,494
DGDC ,2,1,127,495
DGDC ,3,1,127,496
DGDC ,0,2,127,497
DGDC ,1,2,127,498
DGDC ,2,2,127,499
DGDC ,3,2,127,500
DGDC ,0,3,127,501
DGDC ,1,3,127,502
DGDC ,2,3,127,503
DGDC ,3,3,127,504
DGDD ,0,0,128,505
DGDD ,1,0,128,506
DGDD ,2,0,128,507
DGDD ,3,0,128,508
DGDD ,0,1,128,509
DGDD ,1,1,128,510
DGDD ,2,1,128,511
DGDD ,3,1,128,512
DGDD ,0,2,128,513
DGDD ,1,2,128,514
DGDD ,2,2,128,515
DGDD ,3,2,128,516
DGDE ,0,0,129,517
DGDE ,1,0,129,518
DGDE ,2,0,129,519
DGDE ,3,0,129,520
DGDE ,0,1,129,521
DGDE ,1,1,129,522
DGDE ,2,1,129,523
DGDE ,3,1,129,524
DGDE ,0,2,129,525
DGDE ,1,2,129,526
DGDE ,2,2,129,527
DGDE ,3,2,129,528
DGDF ,0,0,130,529
DGDF ,1,0,130,530
DGDF ,2,0,130,531
DGDF ,3,0,130,532
DGDF ,0,1,130,533
DGDF ,1,1,130,534
DGDF ,2,1,130,535
DGDF ,3,1,130,536
DGDF ,0,2,130,537
DGDF ,1,2,130,538
DGDF ,2,2,130,539
DGDF ,3,2,130,540
DGDG ,0,0,131,541
DGDG ,1,0,131,542
DGDG ,2,0,131,543
DGDG ,3,0,131,544
DGDG ,0,1,131,545
DGDG ,1,1,131,546
DGDG ,2,1,131,547
DGDG ,3,1,131,548
DGDG ,0,2,131,549
DGDG ,1,2,131,550
DGDG ,2,2,131,551
DGDG ,3,2,131,552
DGDH ,0,0,132,553
DGDH ,1,0,132,554
DGDH ,2,0,132,555
DGDH ,3,0,132,556
DGDH ,0,1,132,557
DGDH ,1,1,132,558
DGDH ,2,1,132,559
DGDH ,3,1,132,560
DGDH ,0,2,132,561
DGDH ,1,2,132,562
DGDH ,2,2,132,563
DGDH ,3,2,132,564
DGDI ,0,0,133,565
DGDI ,1,0,133,566
DGDI ,2,0,133,567
DGDI ,3,0,133,568
DGDI ,0,1,133,569
DGDI ,1,1,133,570
DGDI ,2,1,133,571
DGDI ,3,1,133,572
DGDI ,0,2,133,573
DGDI ,1,2,133,574
DGDI ,2,2,133,575
DGDI ,3,2,133,576
EGA1 ,0,0,134,577
EGA2 ,0,0,135,579
EGA3 ,0,0,136,581
EGA4 ,0,0,137,583
EGA5 ,0,0,138,585
EGA6 ,0,0,139,587
EGB1 ,0,0,140,589
EGB1 ,1,0,140,591
EGB1 ,0,1,140,593
EGB1 ,1,1,140,595
EGB2 ,0,0,141,597
EGB2 ,1,0,141,599
EGB2 ,0,1,141,601
EGB2 ,1,1,141,603
EGB3 ,0,0,142,605
EGB3 ,1,0,142,607
EGB3 ,0,1,142,609
EGB3 ,1,1,142,611
EGB4 ,0,0,143,613
EGB4 ,1,0,143,615
EGB4 ,0,1,143,617
EGB4 ,1,1,143,619
EGB5 ,0,0,144,621
EGB5 ,1,0,144,622
EGB5 ,0,1,144,623
EGB5 ,1,1,144,624
EGC1 ,0,0,145,625
EGC1 ,1,0,145,626
EGC1 ,2,0,145,627
EGC1 ,0,1,145,628
EGC1 ,1,1,145,629
EGC1 ,2,1,145,630
EGC1 ,0,2,145,631
EGC1 ,1,2,145,632
EGC1 ,2,2,145,633
EGC2 ,0,0,146,634
EGC2 ,1,0,146,635
EGC2 ,2,0,146,636
EGC2 ,0,1,146,637
EGC2 ,1,1,146,638
EGC2 ,2,1,146,639
EGC2 ,0,2,146,640
EGC2 ,1,2,146,641
EGC2 ,2,2,146,642
EGC3 ,0,0,147,643
EGC3 ,1,0,147,644
EGC3 ,2,0,147,645
EGC3 ,0,1,147,646
EGC3 ,1,1,147,647
EGC3 ,2,1,147,648
EGC3 ,0,2,147,649
EGC3 ,1,2,147,650
EGC3 ,2,2,147,651
EGD1 ,0,0,148,652
EGD1 ,1,0,148,654
EGD1 ,2,0,148,656
EGD1 ,3,0,148,658
EGD1 ,0,1,148,660
EGD1 ,1,1,148,662
EGD1 ,2,1,148,664
EGD1 ,3,1,148,666
EGD1 ,0,2,148,668
EGD1 ,1,2,148,670
EGD1 ,2,2,148,672
EGD1 ,3,2,148,674
EGD2 ,0,0,149,676
EGD2 ,1,0,149,677
EGD2 ,2,0,149,678
EGD2 ,3,0,149,679
EGD2 ,0,1,149,680
EGD2 ,1,1,149,681
EGD2 ,2,1,149,682
EGD2 ,3,1,149,683
EGD2 ,0,2,149,684
EGD2 ,1,2,149,685
EGD2 ,2,2,149,686
EGD2 ,3,2,149,687
EGD5 ,0,0,150,688
EGD5 ,1,0,150,691
EGD5 ,2,0,150,694
EGD5 ,3,0,150,697
EGD5 ,0,1,150,700
EGD5 ,1,1,150,703
EGD5 ,2,1,150,706
EGD5 ,3,1,150,709
EGD5 ,0,2,150,712
EGD5 ,1,2,150,715
EGD5 ,2,2,150,718
EGD5 ,3,2,150,721
EGD5 ,0,3,150,724
EGD5 ,1,3,150,727
EGD5 ,2,3,150,730
EGD5 ,3,3,150,733
EGD6 ,0,0,151,736
EGD6 ,1,0,151,739
EGD6 ,2,0,151,742
EGD6 ,3,0,151,745
EGD6 ,0,1,151,748
EGD6 ,1,1,151,751
EGD6 ,2,1,151,754
EGD6 ,3,1,151,757
EGD6 ,0,2,151,760
EGD6 ,1,2,151,763
EGD6 ,2,2,151,766
EGD6 ,3,2,151,769
EGD6 ,0,3,151,772
EGD6 ,1,3,151,775
EGD6 ,2,3,151,778
EGD6 ,3,3,151,781
EGD7 ,0,0,152,784
EGD7 ,1,0,152,785
EGD7 ,2,0,152,786
EGD7 ,3,0,152,787
EGD7 ,0,1,152,788
EGD7 ,1,1,152,789
EGD7 ,2,1,152,790
EGD7 ,3,1,152,791
EGD7 ,0,2,152,792
EGD7 ,1,2,152,793
EGD7 ,2,2,152,794
EGD7 ,3,2,152,795
EGD7 ,0,3,152,796
EGD7 ,1,3,152,797
EGD7 ,2,3,152,798
EGD7 ,3,3,152,799
EGD8 ,0,0,153,800
EGD8 ,1,0,153,801
EGD8 ,2,0,153,802
EGD8 ,3,0,153,803
EGD8 ,0,1,153,804
EGD8 ,1,1,153,805
EGD8 ,2,1,153,806
EGD8 ,3,1,153,807
EGD8 ,0,2,153,808
EGD8 ,1,2,153,809
EGD8 ,2,2,153,810
EGD8 ,3,2,153,811
EGD8 ,0,3,153,812
EGD8 ,1,3,153,813
EGD8 ,2,3,153,814
EGD8 ,3,3,153,815
EGD9 ,0,0,154,816
EGD9 ,1,0,154,819
EGD9 ,2,0,154,822
EGD9 ,3,0,154,825
EGD9 ,0,1,154,828
EGD9 ,1,1,154,831
EGD9 ,2,1,154,834
EGD9 ,3,1,154,837
EGD9 ,0,2,154,840
EGD9 ,1,2,154,843
EGD9 ,2,2,154,846
EGD9 ,3,2,154,849
EGD9 ,0,3,154,852
EGD9 ,1,3,154,855
EGD9 ,2,3,154,858
EGD9 ,3,3,154,861
RDA1 ,0,0,155,864
RDA2 ,0,0,156,865
RDA3 ,0,0,157,866
RDC1 ,0,0,158,867
RDC1 ,1,0,158,868
RDC1 ,2,0,158,869
RDC1 ,0,1,158,870
RDC1 ,1,1,158,871
RDC1 ,2,1,158,872
RDC1 ,0,2,158,873
RDC1 ,1,2,158,874
RDC1 ,2,2,158,875
RDC2 ,0,0,159,876
RDC2 ,1,0,159,877
RDC2 ,2,0,159,878
RDC2 ,0,1,159,879
RDC2 ,1,1,159,880
RDC2 ,2,1,159,881
RDC2 ,0,2,159,882
RDC2 ,1,2,159,883
RDC2 ,2,2,159,884
RDC3 ,0,0,160,885
RDC3 ,1,0,160,886
RDC3 ,2,0,160,887
RDC3 ,0,1,160,888
RDC3 ,1,1,160,889
RDC3 ,2,1,160,890
RDC3 ,0,2,160,891
RDC3 ,1,2,160,892
RDC3 ,2,2,160,893
RDD1 ,0,0,161,894
RDD1 ,1,0,161,895
RDD1 ,2,0,161,896
RDD1 ,3,0,161,897
RDD1 ,0,1,161,898
RDD1 ,1,1,161,899
RDD1 ,2,1,161,900
RDD1 ,3,1,161,901
RDD1 ,0,2,161,902
RDD1 ,1,2,161,903
RDD1 ,2,2,161,904
RDD1 ,3,2,161,905
RDD1 ,0,3,161,906
RDD1 ,1,3,161,907
RDD1 ,2,3,161,908
RDD1 ,3,3,161,909
RDD2 ,0,0,162,910
RDD2 ,1,0,162,911
RDD2 ,2,0,162,912
RDD2 ,3,0,162,913
RDD2 ,0,1,162,914
RDD2 ,1,1,162,915
RDD2 ,2,1,162,916
RDD2 ,3,1,162,917
RDD2 ,0,2,162,918
RDD2 ,1,2,162,919
RDD2 ,2,2,162,920
RDD2 ,3,2,162,921
RDD2 ,0,3,162,922
RDD2 ,1,3,162,923
RDD2 ,2,3,162,924
RDD2 ,3,3,162,925
RDD3 ,0,0,163,926
RDD3 ,1,0,163,927
RDD3 ,2,0,163,928
RDD3 ,3,0,163,929
RDD3 ,0,1,163,930
RDD3 ,1,1,163,931
RDD3 ,2,1,163,932
RDD3 ,3,1,163,933
RDD3 ,0,2,163,934
RDD3 ,1,2,163,935
RDD3 ,2,2,163,936
RDD3 ,3,2,163,937
RDD3 ,0,3,163,938
RDD3 ,1,3,163,939
RDD3 ,2,3,163,940
RDD3 ,3,3,163,941
RDD4 ,0,0,164,942
RDD4 ,1,0,164,943
RDD4 ,2,0,164,944
RDD4 ,3,0,164,945
RDD4 ,0,1,164,946
RDD4 ,1,1,164,947
RDD4 ,2,1,164,948
RDD4 ,3,1,164,949
RDD4 ,0,2,164,950
RDD4 ,1,2,164,951
RDD4 ,2,2,164,952
RDD4 ,3,2,164,953
RDD4 ,0,3,164,954
RDD4 ,1,3,164,955
RDD4 ,2,3,164,956
RDD4 ,3,3,164,957
RDD5 ,0,0,165,958
RDD5 ,1,0,165,959
RDD5 ,2,0,165,960
RDD5 ,3,0,165,961
RDD5 ,0,1,165,962
RDD5 ,1,1,165,963
RDD5 ,2,1,165,964
RDD5 ,3,1,165,965
RDD5 ,0,2,165,966
RDD5 ,1,2,165,967
RDD5 ,2,2,165,968
RDD5 ,3,2,165,969
RDD5 ,0,3,165,970
RDD5 ,1,3,165,971
RDD5 ,2,3,165,972
RDD5 ,3,3,165,973
RGA1 ,0,0,166,974
RGA2 ,0,0,167,975
RGA3 ,0,0,168,976
RGA4 ,0,0,169,977
RGA5 ,0,0,170,978
RGB1 ,0,0,171,979
RGB1 ,1,0,171,980
RGB1 ,0,1,171,981
RGB1 ,1,1,171,982
RGB2 ,0,0,172,983
RGB2 ,1,0,172,984
RGB2 ,0,1,172,985
RGB2 ,1,1,172,986
RGB3 ,0,0,173,987
RGB3 ,1,0,173,988
RGB3 ,0,1,173,989
RGB3 ,1,1,173,990
RGD1 ,0,0,174,991
RGD1 ,1,0,174,992
RGD1 ,2,0,174,993
RGD1 ,3,0,174,994
RGD1 ,0,1,174,995
RGD1 ,1,1,174,996
RGD1 ,2,1,174,997
RGD1 ,3,1,174,998
RGD1 ,0,2,174,999
RGD1 ,1,2,174,1000
RGD1 ,2,2,174,1001
RGD1 ,3,2,174,1002
RGD2 ,0,0,175,1003
RGD2 ,1,0,175,1004
RGD2 ,2,0,175,1005
RGD2 ,3,0,175,1006
RGD2 ,0,1,175,1007
RGD2 ,1,1,175,1008
RGD2 ,2,1,175,1009
RGD2 ,3,1,175,1010
RGD2 ,0,2,175,1011
RGD2 ,1,2,175,1012
RGD2 ,2,2,175,1013
RGD2 ,3,2,175,1014
RGD3 ,0,0,176,1015
RGD3 ,1,0,176,1016
RGD3 ,2,0,176,1017
RGD3 ,3,0,176,1018
RGD3 ,0,1,176,1019
RGD3 ,1,1,176,1020
RGD3 ,2,1,176,1021
RGD3 ,3,1,176,1022
RGD3 ,0,2,176,1023
RGD3 ,1,2,176,1024
RGD3 ,2,2,176,1025
RGD3 ,3,2,176,1026
RGD3 ,0,3,176,1027
RGD3 ,1,3,176,1028
RGD3 ,2,3,176,1029
RGD3 ,3,3,176,1030
RGD4 ,0,0,177,1031
RGD4 ,1,0,177,1032
RGD4 ,2,0,177,1033
RGD4 ,3,0,177,1034
RGD4 ,0,1,177,1035
RGD4 ,1,1,177,1036
RGD4 ,2,1,177,1037
RGD4 ,3,1,177,1038
RGD4 ,0,2,177,1039
RGD4 ,1,2,177,1040
RGD4 ,2,2,177,1041
RGD4 ,3,2,177,1042
RGD4 ,0,3,177,1043
RGD4 ,1,3,177,1044
RGD4 ,2,3,177,1045
RGD4 ,3,3,177,1046
