PATTERN_ID,SUB_PATTER,PRIORITY,SPECIAL,LAYER,BITMAPTYPE,OFFSET_X,OFFSET_Y,FILENAME,BITMAPPTR
25,0,3, ,1,T,0,0,HB-025  ,153419
26,0,7, ,1,T,0,0,HA-026  ,123166
26,0,3, ,1,T,0,0,HB-026  ,154451
27,0,7, ,1,T,0,0,HA-027  ,124084
27,0,3, ,1,T,0,0,HB-027  ,155483
28,0,7, ,1,T,0,0,HA-028  ,125116
28,0,3, ,1,T,0,0,HB-028  ,156195
29,0,7, ,1,T,0,0,HA-029  ,126148
29,0,3, ,1,T,0,0,HB-029  ,157001
30,0,7, ,1,T,0,0,HA-030  ,127160
30,0,3, ,1,T,0,0,HB-030  ,158033
31,0,7, ,1,T,0,0,HA-031  ,128175
31,0,3, ,1,T,0,0,HB-031  ,159065
32,0,7, ,1,T,0,0,HA-032  ,129207
32,0,3, ,1,T,0,0,HB-032  ,159927
33,0,7, ,1,T,0,0,HA-033  ,130239
33,0,3, ,1,T,0,0,HB-033  ,160806
34,0,7, ,1,T,0,0,HA-034  ,131251
34,0,3, ,1,T,0,0,HB-034  ,161838
35,0,7, ,1,T,0,0,HA-035  ,132259
35,0,3, ,1,T,0,0,HB-035  ,162870
36,0,7, ,1,T,0,0,HA-036  ,133291
36,0,3, ,1,T,0,0,HB-036  ,163672
37,0,7, ,1,T,0,0,HA-037  ,42454
37,0,3, ,1,T,0,0,HB-037  ,87985
38,0,7, ,1,T,0,0,HA-038  ,43479
38,0,3, ,1,T,0,0,HB-038  ,89017
39,0,7, ,1,T,0,0,HA-039  ,44503
39,0,3, ,1,T,0,0,HB-039  ,90049
40,0,7, ,1,T,0,0,HA-040  ,45535
40,0,3, ,1,T,0,0,HB-040  ,90910
41,0,7, ,2,T,0,0,HA-041  ,46567
41,0,3, ,1,T,0,0,HB-041  ,91738
42,0,7, ,2,T,0,0,HA-042  ,47049
42,0,3, ,1,T,0,0,HB-042  ,92683
43,0,7, ,1,T,0,0,HA-043  ,47538
43,0,3, ,1,T,0,0,HB-043  ,93633
44,0,7, ,1,T,0,0,HA-044  ,48551
44,0,3, ,1,T,0,0,HB-044  ,94099
45,0,7, ,2,T,0,0,HA-045  ,49383
45,0,3, ,1,T,0,0,HB-045  ,94361
46,0,7, ,2,T,0,0,HA-046  ,49953
46,0,3, ,1,T,0,0,HB-046  ,95088
47,0,7, ,1,T,0,0,HA-047  ,50643
47,0,3, ,1,T,0,0,HB-047  ,95850
48,0,7, ,1,T,0,0,HA-048  ,51327
48,0,3, ,1,T,0,0,HB-048  ,96127
49,0,7, ,1,T,0,0,HA-049  ,52226
49,0,3, ,1,T,0,0,HB-049  ,96687
50,0,7, ,1,T,0,0,HA-050  ,53034
50,0,3, ,1,T,0,0,HB-050  ,97454
51,0,7, ,1,T,0,0,HA-051  ,134323
51,0,3, ,1,T,0,0,HB-051  ,164563
52,0,7, ,1,T,0,0,HA-052  ,135302
52,0,3, ,1,T,0,0,HB-052  ,165476
53,0,7, ,1,T,0,0,HA-053  ,136315
53,0,3, ,1,T,0,0,HB-053  ,166407
54,0,7, ,1,T,0,0,HA-054  ,137269
54,0,3, ,1,T,0,0,HB-054  ,167325
55,0,7, ,1,T,0,0,HA-055  ,138246
55,0,3, ,1,T,0,0,HB-055  ,168244
56,0,7, ,1,T,0,0,HA-056  ,139264
56,0,3, ,1,T,0,0,HB-056  ,169217
57,0,7, ,1,T,0,0,HA-057  ,140286
57,0,3, ,1,T,0,0,HB-057  ,170161
58,0,7, ,1,T,0,0,HA-058  ,141161
58,0,3, ,1,T,0,0,HB-058  ,171160
59,0,7, ,1,T,0,0,HA-059  ,142049
59,0,3, ,1,T,0,0,HB-059  ,172154
60,0,7, ,1,T,0,0,HA-060  ,143056
60,0,3, ,1,T,0,0,HB-060  ,173158
61,0,7, ,1,T,0,0,HA-061  ,144059
61,0,3, ,1,T,0,0,HB-061  ,174092
62,0,7, ,1,T,0,0,HA-062  ,144964
62,0,3, ,1,T,0,0,HB-062  ,175111
63,0,7, ,1,T,0,0,HA-063  ,145887
63,0,3, ,1,T,0,0,HB-063  ,176119
64,0,7, ,1,T,0,0,HA-064  ,146849
64,0,3, ,1,T,0,0,HB-064  ,177099
65,0,7, ,1,T,0,0,HA-065  ,147817
65,0,3, ,1,T,0,0,HB-065  ,178065
66,0,7, ,1,T,0,0,HA-066  ,148839
66,0,3, ,1,T,0,0,HB-066  ,179091
67,0,7, ,1,T,0,0,HA-067  ,149818
67,0,3, ,1,T,0,0,HB-067  ,180004
68,0,7, ,1,T,0,0,HA-068  ,150724
68,0,3, ,1,T,0,0,HB-068  ,181032
69,0,7, ,1,T,0,0,HA-069  ,151654
69,0,3, ,1,T,0,0,HB-069  ,182055
70,0,7, ,1,T,0,0,HA-070  ,152530
70,0,3, ,1,T,0,0,HB-070  ,183035
