ROCKID,X_LOC,Y_LOC,FRAME_NO,FILENAME,BITMAPPTR
DDC1 ,2,2,1,DDC1-22 ,850368
DDC2 ,0,0,1,DDC2-00 ,851400
DDC2 ,1,0,1,DDC2-01 ,852432
DDC2 ,2,0,1,DDC2-02 ,853464
DDC2 ,0,1,1,DDC2-10 ,854496
DDC2 ,1,1,1,DDC2-11 ,855528
DDC2 ,2,1,1,DDC2-12 ,856560
DDC2 ,0,2,1,DDC2-20 ,857592
DDC2 ,1,2,1,DDC2-21 ,858624
DDC2 ,2,2,1,DDC2-22 ,859656
DDC3 ,0,0,1,DDC3-00 ,860688
DDC3 ,1,0,1,DDC3-01 ,861720
DDC3 ,2,0,1,DDC3-02 ,862752
DDC3 ,0,1,1,DDC3-10 ,863784
DDC3 ,1,1,1,DDC3-11 ,864816
DDC3 ,2,1,1,DDC3-12 ,865848
DDC3 ,0,2,1,DDC3-20 ,866880
DDC3 ,1,2,1,DDC3-21 ,867912
DDC3 ,2,2,1,DDC3-22 ,868944
DDC4 ,0,0,1,DDC4-00 ,869976
DDC4 ,1,0,1,DDC4-01 ,871008
DDC4 ,2,0,1,DDC4-02 ,872040
DDC4 ,0,1,1,DDC4-10 ,873072
DDC4 ,1,1,1,DDC4-11 ,874104
DDC4 ,2,1,1,DDC4-12 ,875136
DDC4 ,0,2,1,DDC4-20 ,876168
DDC4 ,1,2,1,DDC4-21 ,877200
DDC4 ,2,2,1,DDC4-22 ,878232
DDC5 ,0,0,1,DDC5-00 ,879264
DDC5 ,1,0,1,DDC5-01 ,880296
DDC5 ,2,0,1,DDC5-02 ,881328
DDC5 ,0,1,1,DDC5-10 ,882360
DDC5 ,1,1,1,DDC5-11 ,883392
DDC5 ,2,1,1,DDC5-12 ,884424
DDC5 ,0,2,1,DDC5-20 ,885456
DDC5 ,1,2,1,DDC5-21 ,886488
DDC5 ,2,2,1,DDC5-22 ,887520
DDC6 ,0,0,1,DDC6-00 ,888552
DDC6 ,1,0,1,DDC6-01 ,889584
DDC6 ,2,0,1,DDC6-02 ,890616
DDC6 ,0,1,1,DDC6-10 ,891648
DDC6 ,1,1,1,DDC6-11 ,892680
DDC6 ,2,1,1,DDC6-12 ,893712
DDC6 ,0,2,1,DDC6-20 ,894744
DDC6 ,1,2,1,DDC6-21 ,895776
DDC6 ,2,2,1,DDC6-22 ,896808
DDC7 ,0,0,1,DDC7-00 ,897840
DDC7 ,1,0,1,DDC7-01 ,898872
DDC7 ,2,0,1,DDC7-02 ,899904
DDC7 ,0,1,1,DDC7-10 ,900936
DDC7 ,1,1,1,DDC7-11 ,901968
DDC7 ,2,1,1,DDC7-12 ,903000
DDC7 ,0,2,1,DDC7-20 ,904032
DDC7 ,1,2,1,DDC7-21 ,905064
DDC7 ,2,2,1,DDC7-22 ,906096
DDC8 ,0,0,1,DDC8-00 ,907128
DDC8 ,1,0,1,DDC8-01 ,908160
DDC8 ,2,0,1,DDC8-02 ,909192
DDC8 ,0,1,1,DDC8-10 ,910224
DDC8 ,1,1,1,DDC8-11 ,911256
DDC8 ,2,1,1,DDC8-12 ,912288
DDC8 ,0,2,1,DDC8-20 ,913320
DDC8 ,1,2,1,DDC8-21 ,914352
DDC8 ,2,2,1,DDC8-22 ,915384
DDC9 ,0,0,1,DDC9-00 ,916416
DDC9 ,1,0,1,DDC9-01 ,917448
DDC9 ,2,0,1,DDC9-02 ,918480
DDC9 ,0,1,1,DDC9-10 ,919512
DDC9 ,1,1,1,DDC9-11 ,920544
DDC9 ,2,1,1,DDC9-12 ,921576
DDC9 ,0,2,1,DDC9-20 ,922608
DDC9 ,1,2,1,DDC9-21 ,923640
DDC9 ,2,2,1,DDC9-22 ,924672
DFA1 ,0,0,1,DFA1-00 ,53664
DFA2 ,0,0,1,DFA2-00 ,54696
DFA3 ,0,0,1,DFA3-00 ,55728
DFA4 ,0,0,1,DFA4-00 ,56760
DFA5 ,0,0,1,DFA5-00 ,57792
DFA6 ,0,0,1,DFA6-00 ,58824
DFA7 ,0,0,1,DFA7-00 ,59856
DFA8 ,0,0,1,DFA8-00 ,60888
DFA9 ,0,0,1,DFA9-00 ,61920
DFAA ,0,0,1,DFAA-00 ,62952
DFAB ,0,0,1,DFAB-00 ,63984
DFAC ,0,0,1,DFAC-00 ,65016
DFAD ,0,0,1,DFAD-00 ,66048
DGA1 ,0,0,1,DGA1-00 ,0
DGA2 ,0,0,1,DGA2-00 ,1032
DGA3 ,0,0,1,DGA3-00 ,2064
DGA4 ,0,0,1,DGA4-00 ,3096
DGA5 ,0,0,1,DGA5-00 ,4128
DGA6 ,0,0,1,DGA6-00 ,5160
DGA7 ,0,0,1,DGA7-00 ,6192
DGA8 ,0,0,1,DGA8-00 ,7224
DGA9 ,0,0,1,DGA9-00 ,8256
DGAA ,0,0,1,DGAA-00 ,9288
DGAB ,0,0,1,DGAB-00 ,10320
DGAC ,0,0,1,DGAC-00 ,11352
DGAD ,0,0,1,DGAD-00 ,12384
DGAE ,0,0,1,DGAE-00 ,13416
DGAF ,0,0,1,DGAF-00 ,14448
DGAG ,0,0,1,DGAG-00 ,15480
DGAH ,0,0,1,DGAH-00 ,16512
DGAI ,0,0,1,DGAI-00 ,17544
DGAJ ,0,0,1,DGAJ-00 ,18576
DGAK ,0,0,1,DGAK-00 ,19608
DGAL ,0,0,1,DGAL-00 ,20640
DGAM ,0,0,1,DGAM-00 ,21672
DGAN ,0,0,1,DGAN-00 ,22704
DGAO ,0,0,1,DGAO-00 ,23736
DGAP ,0,0,1,DGAP-00 ,24768
DGAQ ,0,0,1,DGAQ-00 ,25800
DGAR ,0,0,1,DGAR-00 ,31992
DGAS ,0,0,1,DGAS-00 ,33024
DGAT ,0,0,1,DGAT-00 ,34056
DGAU ,0,0,1,DGAU-00 ,35088
DGAV ,0,0,1,DGAV-00 ,36120
DGAW ,0,0,1,DGAW-00 ,37152
DGAX ,0,0,1,DGAX-00 ,50568
DGAY ,0,0,1,DGAY-00 ,51600
DGAZ ,0,0,1,DGAZ-00 ,52632
DGB1 ,0,0,1,DGB1-00 ,100104
DGB1 ,1,0,1,DGB1-01 ,101136
DGB1 ,0,1,1,DGB1-10 ,102168
DGB1 ,1,1,1,DGB1-11 ,103200
DGB2 ,0,0,1,DGB2-00 ,104232
DGB2 ,1,0,1,DGB2-01 ,105264
DGB2 ,0,1,1,DGB2-10 ,106296
DGB2 ,1,1,1,DGB2-11 ,107328
DGB3 ,0,0,1,DGB3-00 ,108360
DGB3 ,1,0,1,DGB3-01 ,109392
DGB3 ,0,1,1,DGB3-10 ,110424
DGB3 ,1,1,1,DGB3-11 ,111456
DGB4 ,0,0,1,DGB4-00 ,112488
DGB4 ,1,0,1,DGB4-01 ,113520
DGB4 ,0,1,1,DGB4-10 ,114552
DGB4 ,1,1,1,DGB4-11 ,115584
DGB5 ,0,0,1,DGB5-00 ,116616
DGB5 ,1,0,1,DGB5-01 ,117648
DGB5 ,0,1,1,DGB5-10 ,118680
DGB5 ,1,1,1,DGB5-11 ,119712
DGB6 ,0,0,1,DGB6-00 ,120744
DGB6 ,1,0,1,DGB6-01 ,121776
DGB6 ,0,1,1,DGB6-10 ,122808
DGB6 ,1,1,1,DGB6-11 ,123840
DGB7 ,0,0,1,DGB7-00 ,124872
DGB7 ,1,0,1,DGB7-01 ,125904
DGB7 ,0,1,1,DGB7-10 ,126936
DGB7 ,1,1,1,DGB7-11 ,127968
DGB8 ,0,0,1,DGB8-00 ,129000
DGB8 ,1,0,1,DGB8-01 ,130032
DGB8 ,0,1,1,DGB8-10 ,131064
DGB8 ,1,1,1,DGB8-11 ,132096
DGB9 ,0,0,1,DGB9-00 ,133128
DGB9 ,1,0,1,DGB9-01 ,134160
DGB9 ,0,1,1,DGB9-10 ,135192
DGB9 ,1,1,1,DGB9-11 ,136224
DGBA ,0,0,1,DGBA-00 ,137256
DGBA ,1,0,1,DGBA-01 ,138288
DGBA ,0,1,1,DGBA-10 ,139320
DGBA ,1,1,1,DGBA-11 ,140352
DGBB ,0,0,1,DGBB-00 ,141384
DGBB ,1,0,1,DGBB-01 ,142416
DGBB ,0,1,1,DGBB-10 ,143448
DGBB ,1,1,1,DGBB-11 ,144480
DGBC ,0,0,1,DGBC-00 ,145512
DGBC ,1,0,1,DGBC-01 ,146544
DGBC ,0,1,1,DGBC-10 ,147576
DGBC ,1,1,1,DGBC-11 ,148608
DGBD ,0,0,1,DGBD-00 ,149640
DGBD ,1,0,1,DGBD-01 ,150672
DGBD ,0,1,1,DGBD-10 ,151704
DGBD ,1,1,1,DGBD-11 ,152736
DGBE ,0,0,1,DGBE-00 ,153768
DGBE ,1,0,1,DGBE-01 ,154800
DGBE ,0,1,1,DGBE-10 ,155832
DGBE ,1,1,1,DGBE-11 ,156864
DGBF ,0,0,1,DGBF-00 ,157896
DGBF ,1,0,1,DGBF-01 ,158928
DGBF ,0,1,1,DGBF-10 ,159960
DGBF ,1,1,1,DGBF-11 ,160992
DGBG ,0,0,1,DGBG-00 ,162024
DGBG ,1,0,1,DGBG-01 ,163056
DGBG ,0,1,1,DGBG-10 ,164088
DGBG ,1,1,1,DGBG-11 ,165120
DGBH ,0,0,1,DGBH-00 ,166152
DGBH ,1,0,1,DGBH-01 ,167184
DGBH ,0,1,1,DGBH-10 ,168216
DGBH ,1,1,1,DGBH-11 ,169248
DGBI ,0,0,1,DGBI-00 ,170280
DGBI ,1,0,1,DGBI-01 ,171312
DGBI ,0,1,1,DGBI-10 ,172344
DGBI ,1,1,1,DGBI-11 ,173376
DGBJ ,0,0,1,DGBJ-00 ,174408
DGBJ ,1,0,1,DGBJ-01 ,175440
DGBJ ,0,1,1,DGBJ-10 ,176472
DGBJ ,1,1,1,DGBJ-11 ,177504
DGBK ,0,0,1,DGBK-00 ,190920
DGBK ,1,0,1,DGBK-01 ,191952
DGBK ,0,1,1,DGBK-10 ,192984
DGBK ,1,1,1,DGBK-11 ,194016
DGBL ,0,0,1,DGBL-00 ,199176
DGBL ,1,0,1,DGBL-01 ,200208
DGBL ,0,1,1,DGBL-10 ,201240
DGBL ,1,1,1,DGBL-11 ,202272
DGBM ,0,0,1,DGBM-00 ,669768
DGBM ,1,0,1,DGBM-01 ,670800
DGBM ,0,1,1,DGBM-10 ,671832
DGBM ,1,1,1,DGBM-11 ,672864
DGBN ,0,0,1,DGBN-00 ,673896
DGBN ,1,0,1,DGBN-01 ,674928
DGBN ,0,1,1,DGBN-10 ,675960
DGBN ,1,1,1,DGBN-11 ,676992
DGBO ,0,0,1,DGBO-00 ,678024
DGBO ,1,0,1,DGBO-01 ,679056
DGBO ,0,1,1,DGBO-10 ,680088
DGBO ,1,1,1,DGBO-11 ,681120
DGBP ,0,0,1,DGBP-00 ,682152
DGBP ,1,0,1,DGBP-01 ,683184
DGBP ,0,1,1,DGBP-10 ,684216
DGBP ,1,1,1,DGBP-11 ,685248
DGC1 ,0,0,1,DGC1-00 ,293088
DGC1 ,1,0,1,DGC1-01 ,294120
DGC1 ,2,0,1,DGC1-02 ,295152
DGC1 ,0,1,1,DGC1-10 ,296184
DGC1 ,1,1,1,DGC1-11 ,297216
DGC1 ,2,1,1,DGC1-12 ,298248
DGC1 ,0,2,1,DGC1-20 ,299280
DGC1 ,1,2,1,DGC1-21 ,300312
DGC1 ,2,2,1,DGC1-22 ,301344
DGD1 ,0,0,1,DGD1-00 ,469560
DGD1 ,1,0,1,DGD1-01 ,470592
DGD1 ,2,0,1,DGD1-02 ,471624
DGD1 ,3,0,1,DGD1-03 ,472656
DGD1 ,0,1,1,DGD1-10 ,473688
DGD1 ,1,1,1,DGD1-11 ,474720
DGD1 ,2,1,1,DGD1-12 ,475752
DGD1 ,3,1,1,DGD1-13 ,476784
DGD1 ,0,2,1,DGD1-20 ,477816
DGD1 ,1,2,1,DGD1-21 ,478848
DGD1 ,2,2,1,DGD1-22 ,479880
DGD1 ,3,2,1,DGD1-23 ,480912
DGD1 ,0,3,1,DGD1-30 ,481944
DGD1 ,1,3,1,DGD1-31 ,482976
DGD1 ,2,3,1,DGD1-32 ,484008
DGD1 ,3,3,1,DGD1-33 ,485040
DGD2 ,0,0,1,DGD2-00 ,486072
DGD2 ,1,0,1,DGD2-01 ,487104
DGD2 ,2,0,1,DGD2-02 ,488136
DGD2 ,3,0,1,DGD2-03 ,489168
DGD2 ,0,1,1,DGD2-10 ,490200
DGD2 ,1,1,1,DGD2-11 ,491232
DGD2 ,2,1,1,DGD2-12 ,492264
DGD2 ,3,1,1,DGD2-13 ,493296
DGD2 ,0,2,1,DGD2-20 ,494328
DGD2 ,1,2,1,DGD2-21 ,495360
DGD2 ,2,2,1,DGD2-22 ,496392
DGD2 ,3,2,1,DGD2-23 ,497424
DGD2 ,0,3,1,DGD2-30 ,498456
DGD2 ,1,3,1,DGD2-31 ,499488
DGD2 ,2,3,1,DGD2-32 ,500520
DGD2 ,3,3,1,DGD2-33 ,501552
DGD3 ,0,0,1,DGD3-00 ,502584
DGD3 ,1,0,1,DGD3-01 ,503616
DGD3 ,2,0,1,DGD3-02 ,504648
DGD3 ,3,0,1,DGD3-03 ,505680
DGD3 ,0,1,1,DGD3-10 ,506712
DGD3 ,1,1,1,DGD3-11 ,507744
DGD3 ,2,1,1,DGD3-12 ,508776
DGD3 ,3,1,1,DGD3-13 ,509808
DGD3 ,0,2,1,DGD3-20 ,510840
DGD3 ,1,2,1,DGD3-21 ,511872
DGD3 ,2,2,1,DGD3-22 ,512904
DGD3 ,3,2,1,DGD3-23 ,513936
DGD3 ,0,3,1,DGD3-30 ,514968
DGD3 ,1,3,1,DGD3-31 ,516000
DGD3 ,2,3,1,DGD3-32 ,517032
DGD3 ,3,3,1,DGD3-33 ,518064
DGD4 ,0,0,1,DGD4-00 ,519096
DGD4 ,1,0,1,DGD4-01 ,520128
DGD4 ,2,0,1,DGD4-02 ,521160
DGD4 ,3,0,1,DGD4-03 ,522192
DGD4 ,0,1,1,DGD4-10 ,523224
DGD4 ,1,1,1,DGD4-11 ,524256
DGD4 ,2,1,1,DGD4-12 ,525288
DGD4 ,3,1,1,DGD4-13 ,526320
DGD4 ,0,2,1,DGD4-20 ,527352
DGD4 ,1,2,1,DGD4-21 ,528384
DGD4 ,2,2,1,DGD4-22 ,529416
DGD4 ,3,2,1,DGD4-23 ,530448
DGD4 ,0,3,1,DGD4-30 ,531480
DGD4 ,1,3,1,DGD4-31 ,532512
DGD4 ,2,3,1,DGD4-32 ,533544
DGD4 ,3,3,1,DGD4-33 ,534576
DGD5 ,0,0,1,DGD5-00 ,535608
DGD5 ,1,0,1,DGD5-01 ,536640
DGD5 ,2,0,1,DGD5-02 ,537672
DGD5 ,3,0,1,DGD5-03 ,538704
DGD5 ,0,1,1,DGD5-10 ,539736
DGD5 ,1,1,1,DGD5-11 ,540768
DGD5 ,2,1,1,DGD5-12 ,541800
DGD5 ,3,1,1,DGD5-13 ,542832
DGD5 ,0,2,1,DGD5-20 ,543864
DGD5 ,1,2,1,DGD5-21 ,544896
DGD5 ,2,2,1,DGD5-22 ,545928
DGD5 ,3,2,1,DGD5-23 ,546960
DGD5 ,0,3,1,DGD5-30 ,547992
DGD5 ,1,3,1,DGD5-31 ,549024
DGD5 ,2,3,1,DGD5-32 ,550056
DGD5 ,3,3,1,DGD5-33 ,551088
DGD6 ,0,0,1,DGD6-00 ,552120
DGD6 ,1,0,1,DGD6-01 ,553152
DGD6 ,2,0,1,DGD6-02 ,554184
DGD6 ,3,0,1,DGD6-03 ,555216
DGD6 ,0,1,1,DGD6-10 ,556248
DGD6 ,1,1,1,DGD6-11 ,557280
DGD6 ,2,1,1,DGD6-12 ,558312
DGD6 ,3,1,1,DGD6-13 ,559344
DGD6 ,0,2,1,DGD6-20 ,560376
DGD6 ,1,2,1,DGD6-21 ,561408
DGD6 ,2,2,1,DGD6-22 ,562440
DGD6 ,3,2,1,DGD6-23 ,563472
DGD6 ,0,3,1,DGD6-30 ,564504
DGD6 ,1,3,1,DGD6-31 ,565536
DGD6 ,2,3,1,DGD6-32 ,566568
DGD6 ,3,3,1,DGD6-33 ,567600
DGD7 ,0,0,1,DGD7-00 ,568632
DGD7 ,1,0,1,DGD7-01 ,569664
DGD7 ,2,0,1,DGD7-02 ,570696
DGD7 ,3,0,1,DGD7-03 ,571728
DGD7 ,0,1,1,DGD7-10 ,572760
DGD7 ,1,1,1,DGD7-11 ,573792
DGD7 ,2,1,1,DGD7-12 ,574824
DGD7 ,3,1,1,DGD7-13 ,575856
DGD7 ,0,2,1,DGD7-20 ,576888
DGD7 ,1,2,1,DGD7-21 ,577920
DGD7 ,2,2,1,DGD7-22 ,578952
DGD7 ,3,2,1,DGD7-23 ,579984
DGD7 ,0,3,1,DGD7-30 ,581016
DGD7 ,1,3,1,DGD7-31 ,582048
DGD7 ,2,3,1,DGD7-32 ,583080
DGD7 ,3,3,1,DGD7-33 ,584112
DGD8 ,0,0,1,DGD8-00 ,585144
DGD8 ,1,0,1,DGD8-01 ,586176
DGD8 ,2,0,1,DGD8-02 ,587208
DGD8 ,3,0,1,DGD8-03 ,588240
DGD8 ,0,1,1,DGD8-10 ,589272
DGD8 ,1,1,1,DGD8-11 ,590304
DGD8 ,2,1,1,DGD8-12 ,591336
DGD8 ,3,1,1,DGD8-13 ,592368
DGD8 ,0,2,1,DGD8-20 ,593400
DGD8 ,1,2,1,DGD8-21 ,594432
DGD8 ,2,2,1,DGD8-22 ,595464
DGD8 ,3,2,1,DGD8-23 ,596496
DGD8 ,0,3,1,DGD8-30 ,597528
DGD8 ,1,3,1,DGD8-31 ,598560
DGD8 ,2,3,1,DGD8-32 ,599592
DGD8 ,3,3,1,DGD8-33 ,600624
DGD9 ,0,0,1,DGD9-00 ,601656
DGD9 ,1,0,1,DGD9-01 ,602688
DGD9 ,2,0,1,DGD9-02 ,603720
DGD9 ,3,0,1,DGD9-03 ,604752
DGD9 ,0,1,1,DGD9-10 ,605784
DGD9 ,1,1,1,DGD9-11 ,606816
DGD9 ,2,1,1,DGD9-12 ,607848
DGD9 ,3,1,1,DGD9-13 ,608880
DGD9 ,0,2,1,DGD9-20 ,609912
DGD9 ,1,2,1,DGD9-21 ,610944
DGD9 ,2,2,1,DGD9-22 ,611976
DGD9 ,3,2,1,DGD9-23 ,613008
DGD9 ,0,3,1,DGD9-30 ,614040
DGD9 ,1,3,1,DGD9-31 ,615072
DGD9 ,2,3,1,DGD9-32 ,616104
DGD9 ,3,3,1,DGD9-33 ,617136
DGDA ,0,0,1,DGDA-00 ,618168
DGDA ,1,0,1,DGDA-01 ,619200
DGDA ,2,0,1,DGDA-02 ,620232
DGDA ,3,0,1,DGDA-03 ,621264
DGDA ,0,1,1,DGDA-10 ,622296
DGDA ,1,1,1,DGDA-11 ,623328
DGDA ,2,1,1,DGDA-12 ,624360
DGDA ,3,1,1,DGDA-13 ,625392
DGDA ,0,2,1,DGDA-20 ,626424
DGDA ,1,2,1,DGDA-21 ,627456
DGDA ,2,2,1,DGDA-22 ,628488
DGDA ,3,2,1,DGDA-23 ,629520
DGDA ,0,3,1,DGDA-30 ,630552
DGDA ,1,3,1,DGDA-31 ,631584
DGDA ,2,3,1,DGDA-32 ,632616
DGDA ,3,3,1,DGDA-33 ,633648
DGDB ,0,0,1,DGDB-00 ,634680
DGDB ,1,0,1,DGDB-01 ,635712
DGDB ,2,0,1,DGDB-02 ,636744
DGDB ,3,0,1,DGDB-03 ,637776
DGDB ,0,1,1,DGDB-10 ,638808
DGDB ,1,1,1,DGDB-11 ,639840
DGDB ,2,1,1,DGDB-12 ,640872
DGDB ,3,1,1,DGDB-13 ,641904
DGDB ,0,2,1,DGDB-20 ,642936
DGDB ,1,2,1,DGDB-21 ,643968
DGDB ,2,2,1,DGDB-22 ,645000
DGDB ,3,2,1,DGDB-23 ,646032
DGDB ,0,3,1,DGDB-30 ,647064
DGDB ,1,3,1,DGDB-31 ,648096
DGDB ,2,3,1,DGDB-32 ,649128
DGDB ,3,3,1,DGDB-33 ,650160
DGDC ,0,0,1,DGDC-00 ,651192
DGDC ,1,0,1,DGDC-01 ,652224
DGDC ,2,0,1,DGDC-02 ,653256
DGDC ,3,0,1,DGDC-03 ,654288
DGDC ,0,1,1,DGDC-10 ,655320
DGDC ,1,1,1,DGDC-11 ,656352
DGDC ,2,1,1,DGDC-12 ,657384
DGDC ,3,1,1,DGDC-13 ,658416
DGDC ,0,2,1,DGDC-20 ,659448
DGDC ,1,2,1,DGDC-21 ,660480
DGDC ,2,2,1,DGDC-22 ,661512
DGDC ,3,2,1,DGDC-23 ,662544
DGDC ,0,3,1,DGDC-30 ,663576
DGDC ,1,3,1,DGDC-31 ,664608
DGDC ,2,3,1,DGDC-32 ,665640
DGDC ,3,3,1,DGDC-33 ,666672
DGDD ,0,0,1,DGDD-00 ,686280
DGDD ,1,0,1,DGDD-01 ,687312
DGDD ,2,0,1,DGDD-02 ,688344
DGDD ,3,0,1,DGDD-03 ,689376
DGDD ,0,1,1,DGDD-10 ,690408
DGDD ,1,1,1,DGDD-11 ,691440
DGDD ,2,1,1,DGDD-12 ,692472
DGDD ,3,1,1,DGDD-13 ,693504
DGDD ,0,2,1,DGDD-20 ,694536
DGDD ,1,2,1,DGDD-21 ,695568
DGDD ,2,2,1,DGDD-22 ,696600
DGDD ,3,2,1,DGDD-23 ,697632
DGDE ,0,0,1,DGDE-00 ,698664
DGDE ,1,0,1,DGDE-01 ,699696
DGDE ,2,0,1,DGDE-02 ,700728
DGDE ,3,0,1,DGDE-03 ,701760
DGDE ,0,1,1,DGDE-10 ,702792
DGDE ,1,1,1,DGDE-11 ,703824
DGDE ,2,1,1,DGDE-12 ,704856
DGDE ,3,1,1,DGDE-13 ,705888
DGDE ,0,2,1,DGDE-20 ,706920
DGDE ,1,2,1,DGDE-21 ,707952
DGDE ,2,2,1,DGDE-22 ,708984
DGDE ,3,2,1,DGDE-23 ,710016
DGDF ,0,0,1,DGDF-00 ,711048
DGDF ,1,0,1,DGDF-01 ,712080
DGDF ,2,0,1,DGDF-02 ,713112
DGDF ,3,0,1,DGDF-03 ,714144
DGDF ,0,1,1,DGDF-10 ,715176
DGDF ,1,1,1,DGDF-11 ,716208
DGDF ,2,1,1,DGDF-12 ,717240
DGDF ,3,1,1,DGDF-13 ,718272
DGDF ,0,2,1,DGDF-20 ,719304
DGDF ,1,2,1,DGDF-21 ,720336
DGDF ,2,2,1,DGDF-22 ,721368
DGDF ,3,2,1,DGDF-23 ,722400
DGDG ,0,0,1,DGDG-00 ,723432
DGDG ,1,0,1,DGDG-01 ,724464
DGDG ,2,0,1,DGDG-02 ,725496
DGDG ,3,0,1,DGDG-03 ,726528
DGDG ,0,1,1,DGDG-10 ,727560
DGDG ,1,1,1,DGDG-11 ,728592
DGDG ,2,1,1,DGDG-12 ,729624
DGDG ,3,1,1,DGDG-13 ,730656
DGDG ,0,2,1,DGDG-20 ,731688
DGDG ,1,2,1,DGDG-21 ,732720
DGDG ,2,2,1,DGDG-22 ,733752
DGDG ,3,2,1,DGDG-23 ,734784
DGDH ,0,0,1,DGDH-00 ,735816
DGDH ,1,0,1,DGDH-01 ,736848
DGDH ,2,0,1,DGDH-02 ,737880
DGDH ,3,0,1,DGDH-03 ,738912
DGDH ,0,1,1,DGDH-10 ,739944
DGDH ,1,1,1,DGDH-11 ,740976
DGDH ,2,1,1,DGDH-12 ,742008
DGDH ,3,1,1,DGDH-13 ,743040
DGDH ,0,2,1,DGDH-20 ,744072
DGDH ,1,2,1,DGDH-21 ,745104
DGDH ,2,2,1,DGDH-22 ,746136
DGDH ,3,2,1,DGDH-23 ,747168
DGDI ,0,0,1,DGDI-00 ,748200
