NW_TYPE,NE_TYPE,SW_TYPE,SE_TYPE,EXTRA,SPECIAL,REP_TYPE,SEC_TYPE,PATTERN_ID,FILENAME,BITMAPPTR
DA,D-,F+,F*, , ,F,D,23,FD-023  ,254904
DA,D-,F+,F*, , ,F,D,23,FD-023A ,255936
DA,D-,FB,F*, , ,F,D,11,FD-011  ,230136
DA,D-,FB,F*, , ,F,D,11,FD-011A ,231168
DA,DA,F+,F+, , ,D,F,15,FD-015  ,238392
DA,DA,F+,F+, , ,D,F,15,FD-015A ,239424
DA,DA,F+,F+, ,A,D,F,15,FD-A15  ,318888
DA,DA,F+,FB, , ,F,D,23,FD-023  ,254904
DA,DA,F+,FB, , ,F,D,23,FD-023A ,255936
DA,DA,FB,F+, , ,F,D,19,FD-019  ,246648
DA,DA,FB,F+, , ,F,D,19,FD-019A ,247680
DA,DA,FB,FB, , ,F,D,11,FD-011  ,230136
DA,DA,FB,FB, , ,F,D,11,FD-011A ,231168
DA,F+,D*,D-, , ,D,F,30,FD-030  ,278640
DA,F+,D*,DA, , ,D,F,38,FD-038  ,260064
DA,F+,D-,F*, , ,F,D,22,FD-022  ,252840
DA,F+,D-,F*, , ,F,D,22,FD-022A ,253872
DA,F+,DA,F+, , ,D,F,14,FD-014  ,236328
DA,F+,DA,F+, , ,D,F,14,FD-014A ,237360
DA,F+,DA,F+, ,K,D,F,14,FD-K14  ,321984
DA,F+,DA,FB, , ,F,D,22,FD-022  ,252840
DA,F+,DA,FB, , ,F,D,22,FD-022A ,253872
DA,F+,F+,D-, , ,F,D,60,FD-060  ,295152
DA,F+,F+,DA, , ,D,F,66,FD-066  ,301344
DA,F+,F+,F*, , ,F,D,8,FD-008  ,224976
DA,F+,FB,D-, , ,F,D,52,FD-052  ,286896
DA,F+,FB,DA, , ,F,D,56,FD-056  ,291024
DA,F+,FB,F*, , ,F,D,44,FD-044  ,266256
DA,FB,D-,F*, , ,F,D,10,FD-010  ,228072
DA,FB,D-,F*, , ,F,D,10,FD-010A ,229104
DA,FB,DA,F+, , ,F,D,18,FD-018  ,244584
DA,FB,DA,F+, , ,F,D,18,FD-018A ,245616
DA,FB,DA,FB, , ,F,D,10,FD-010  ,228072
DA,FB,DA,FB, , ,F,D,10,FD-010A ,229104
DA,FB,F+,D-, , ,F,D,58,FD-058  ,293088
DA,FB,F+,DA, , ,F,D,62,FD-062  ,297216
DA,FB,F+,F*, , ,F,D,48,FD-048  ,270384
DA,FB,FB,F*, , ,F,D,4,FD-004  ,220848
F*,D-,F*,D-, , ,F,D,9,FD-009  ,226008
F*,D-,F*,D-, , ,F,D,9,FD-009A ,227040
F*,D-,F*,F*, , ,F,D,3,FD-003  ,219816
F*,D-,F+,DA, , ,F,D,17,FD-017  ,242520
F*,D-,F+,DA, , ,F,D,17,FD-017A ,243552
F*,D-,FB,DA, , ,F,D,9,FD-009  ,226008
F*,D-,FB,DA, , ,F,D,9,FD-009A ,227040
F*,F*,D-,D-, , ,F,D,12,FD-012  ,232200
F*,F*,D-,D-, , ,F,D,12,FD-012A ,233232
F*,F*,D-,F*, , ,F,D,2,FD-002  ,218784
F*,F*,F*,D-, , ,F,D,1,FD-001  ,217752
F*,F*,F*,F*, , ,F,F,0,FF-001  ,212592
F*,F*,F*,F*, , ,F,F,0,FF-002  ,213624
F*,F*,F*,F*, , ,F,F,0,FF-003  ,214656
F*,F*,F*,F*, , ,F,F,0,FF-004  ,215688
F*,F*,F*,F*, , ,F,F,0,FF-005  ,216720
F*,F*,F*,F*, , ,F,F,0,FF-006  ,333336
F*,F*,F*,F*, , ,F,F,0,FF-007  ,334368
F*,F*,F*,F*, , ,F,F,0,FF-008  ,335400
F*,F*,F*,F*, , ,F,F,0,FF-009  ,336432
F*,F*,F*,F*, , ,F,F,0,FF-010  ,337464
F*,F*,F*,F*, , ,F,F,0,FF-011  ,338496
F*,F*,F*,F*, , ,F,F,0,FF-012  ,339528
F*,F*,F*,F*, , ,F,F,0,FF-013  ,340560
F*,F*,F*,F*, , ,F,F,0,FF-014  ,341592
F*,F*,F*,F*, , ,F,F,0,FF-015  ,342624
F*,F*,F*,F*, , ,F,F,0,FF-016  ,343656
F*,F*,F*,F*, , ,F,F,0,FF-017  ,344688
F*,F*,F*,F*, , ,F,F,0,FF-018  ,345720
F*,F*,F*,F*, , ,F,F,0,FF-019  ,346752
F*,F*,F*,F*, , ,F,F,0,FF-020  ,347784
F*,F*,F*,F*, , ,F,F,0,FF-021  ,348816
F*,F*,F*,F*, , ,F,F,0,FF-022  ,349848
F*,F*,F*,F*, , ,F,F,0,FF-023  ,350880
F*,F*,F*,F*, , ,F,F,0,FF-024  ,351912
F*,F*,F*,F*, , ,F,F,0,FF-025  ,352944
F*,F*,F*,GB, , ,G,F,28,GF-028  ,182664
F*,F*,GB,F*, , ,G,F,27,GF-027  ,181632
F*,F+,D-,DA, , ,F,D,24,FD-024  ,256968
F*,F+,D-,DA, , ,F,D,24,FD-024A ,258000
F*,F+,F+,DA, , ,F,D,5,FD-005  ,221880
F*,F+,FB,DA, , ,F,D,45,FD-045  ,267288
F*,F-,F-,G+, , ,G,F,28,GF-028  ,182664
F*,F-,FA,G+, , ,F,G,36,GF-036  ,190920
F*,FA,F-,G+, , ,F,G,32,GF-032  ,186792
F*,FA,FA,G+, , ,F,G,40,GF-040  ,168216
F*,FB,D-,DA, , ,F,D,12,FD-012  ,232200
F*,FB,D-,DA, , ,F,D,12,FD-012A ,233232
F*,FB,F+,DA, , ,F,D,41,FD-041  ,263160
F*,FB,FB,DA, , ,F,D,1,FD-001  ,217752
F*,GB,F*,F*, , ,G,F,26,GF-026  ,180600
F*,GB,GB,F*, , ,G,F,50,GF-050  ,178536
F+,D-,D-,D*, , ,F,D,25,FD-025  ,273480
F+,D-,D-,F+, , ,F,D,49,FD-049  ,271416
F+,D-,D-,FB, , ,F,D,49,FD-049  ,271416
F+,D-,DA,D*, , ,D,F,33,FD-033  ,281736
F+,D-,DA,F+, , ,F,D,63,FD-063  ,298248
F+,D-,DA,F+, , ,F,D,67,FD-067  ,302376
F+,D-,DA,FB, , ,F,D,53,FD-053  ,287928
F+,DA,D-,D*, , ,D,F,29,FD-029  ,277608
F+,DA,D-,F+, , ,F,D,59,FD-059  ,294120
F+,DA,D-,FB, , ,F,D,51,FD-051  ,285864
F+,DA,DA,D*, , ,D,F,37,FD-037  ,259032
F+,DA,DA,F+, , ,D,F,65,FD-065  ,300312
F+,DA,DA,FB, , ,F,D,55,FD-055  ,289992
F+,DA,F*,D-, , ,F,D,21,FD-021  ,250776
F+,DA,F*,D-, , ,F,D,21,FD-021A ,251808
F+,DA,F*,F+, , ,F,D,7,FD-007  ,223944
F+,DA,F*,FB, , ,F,D,43,FD-043  ,265224
F+,DA,F+,DA, , ,D,F,13,FD-013  ,234264
F+,DA,F+,DA, , ,D,F,13,FD-013A ,235296
F+,DA,F+,DA, ,H,D,F,13,FD-H13  ,320952
F+,DA,FB,DA, , ,F,D,21,FD-021  ,250776
F+,DA,FB,DA, , ,F,D,21,FD-021A ,251808
F+,F*,DA,D-, , ,F,D,20,FD-020  ,248712
F+,F*,DA,D-, , ,F,D,20,FD-020A ,249744
F+,F*,DA,F+, , ,F,D,6,FD-006  ,222912
F+,F*,DA,FB, , ,F,D,46,FD-046  ,268320
F+,F+,DA,DA, , ,D,F,16,FD-016  ,240456
F+,F+,DA,DA, , ,D,F,16,FD-016A ,241488
F+,F+,DA,DA, ,F,D,F,16,FD-F16  ,319920
F+,FB,DA,DA, , ,F,D,20,FD-020  ,248712
F+,FB,DA,DA, , ,F,D,20,FD-020A ,249744
F-,F*,G+,F-, , ,G,F,27,GF-027  ,181632
F-,F*,G+,FA, , ,F,G,35,GF-035  ,189888
F-,F-,G*,G*, , ,G,F,11,GF-011  ,136224
F-,F-,G*,G*, , ,G,F,11,GF-011A ,137256
F-,FA,G*,G+, , ,G,F,19,GF-019  ,152736
F-,FA,G*,G+, , ,G,F,19,GF-019A ,153768
F-,FA,G*,GB, , ,G,F,11,GF-011  ,136224
F-,FA,G*,GB, , ,G,F,11,GF-011A ,137256
F-,G*,F*,F-, , ,G,F,26,GF-026  ,180600
F-,G*,F-,G*, , ,G,F,10,GF-010  ,134160
F-,G*,F-,G*, , ,G,F,10,GF-010A ,135192
F-,G*,FA,G+, , ,G,F,18,GF-018  ,150672
F-,G*,FA,G+, , ,G,F,18,GF-018A ,151704
F-,G*,FA,GB, , ,G,F,10,GF-010  ,134160
F-,G*,FA,GB, , ,G,F,10,GF-010A ,135192
F-,G*,G*,G*, , ,G,F,4,GF-004  ,126936
F-,G+,F*,FA, , ,F,G,34,GF-034  ,188856
F-,G+,G+,F-, , ,G,F,50,GF-050  ,178536
F-,G+,G+,FA, , ,G,F,64,GF-064  ,205368
F-,G+,G+,FA, , ,G,F,68,GF-068  ,209496
F-,G+,GB,F-, , ,G,F,50,GF-050  ,178536
F-,G+,GB,FA, , ,G,F,54,GF-054  ,195048
F-,GB,G+,F-, , ,G,F,50,GF-050  ,178536
F-,GB,G+,FA, , ,G,F,70,GF-070  ,211560
FA,F*,G+,F-, , ,F,G,31,GF-031  ,185760
FA,F*,G+,FA, , ,F,G,39,GF-039  ,167184
FA,F-,G+,G*, , ,G,F,23,GF-023  ,160992
FA,F-,G+,G*, , ,G,F,23,GF-023A ,162024
FA,F-,GB,G*, , ,G,F,11,GF-011  ,136224
FA,F-,GB,G*, , ,G,F,11,GF-011A ,137256
FA,FA,G+,G+, , ,F,G,15,GF-015  ,144480
FA,FA,G+,G+, , ,F,G,15,GF-015A ,145512
FA,FA,G+,GB, , ,G,F,23,GF-023  ,160992
FA,FA,G+,GB, , ,G,F,23,GF-023A ,162024
FA,FA,GB,G+, , ,G,F,19,GF-019  ,152736
FA,FA,GB,G+, , ,G,F,19,GF-019A ,153768
FA,FA,GB,GB, , ,G,F,11,GF-011  ,136224
FA,FA,GB,GB, , ,G,F,11,GF-011A ,137256
FA,G+,F*,F-, , ,F,G,30,GF-030  ,184728
FA,G+,F*,FA, , ,F,G,38,GF-038  ,166152
FA,G+,F-,G*, , ,G,F,22,GF-022  ,158928
FA,G+,F-,G*, , ,G,F,22,GF-022A ,159960
FA,G+,FA,G+, , ,F,G,14,GF-014  ,142416
FA,G+,FA,G+, , ,F,G,14,GF-014A ,143448
FA,G+,FA,GB, , ,G,F,22,GF-022  ,158928
FA,G+,FA,GB, , ,G,F,22,GF-022A ,159960
FA,G+,G+,F-, , ,G,F,60,GF-060  ,201240
FA,G+,G+,FA, , ,F,G,66,GF-066  ,207432
FA,G+,G+,G*, , ,G,F,8,GF-008  ,131064
FA,G+,GB,F-, , ,G,F,52,GF-052  ,192984
FA,G+,GB,FA, , ,G,F,56,GF-056  ,197112
FA,G+,GB,G*, , ,G,F,44,GF-044  ,172344
FA,GB,F-,G*, , ,G,F,10,GF-010  ,134160
FA,GB,F-,G*, , ,G,F,10,GF-010A ,135192
FA,GB,FA,G+, , ,G,F,18,GF-018  ,150672
FA,GB,FA,G+, , ,G,F,18,GF-018A ,151704
FA,GB,FA,GB, , ,G,F,10,GF-010  ,134160
FA,GB,FA,GB, , ,G,F,10,GF-010A ,135192
FA,GB,G+,F-, , ,G,F,58,GF-058  ,199176
FA,GB,G+,FA, , ,G,F,62,GF-062  ,203304
FA,GB,G+,G*, , ,G,F,48,GF-048  ,176472
FA,GB,GB,G*, , ,G,F,4,GF-004  ,126936
FB,D*,D*,D*, , ,F,D,25,FD-025  ,273480
FB,D*,D*,FB, , ,F,D,49,FD-049  ,271416
FB,D-,D-,F+, , ,F,D,49,FD-049  ,271416
FB,D-,DA,F+, , ,F,D,69,FD-069  ,304440
FB,DA,D-,F+, , ,F,D,57,FD-057  ,292056
FB,DA,DA,F+, , ,F,D,61,FD-061  ,296184
FB,DA,F*,D-, , ,F,D,9,FD-009  ,226008
FB,DA,F*,D-, , ,F,D,9,FD-009A ,227040
FB,DA,F*,F+, , ,F,D,47,FD-047  ,269352
FB,DA,F*,FB, , ,F,D,3,FD-003  ,219816
FB,DA,F+,DA, , ,F,D,17,FD-017  ,242520
FB,DA,F+,DA, , ,F,D,17,FD-017A ,243552
FB,DA,FB,DA, , ,F,D,9,FD-009  ,226008
FB,DA,FB,DA, , ,F,D,9,FD-009A ,227040
FB,F*,DA,D-, , ,F,D,12,FD-012  ,232200
FB,F*,DA,D-, , ,F,D,12,FD-012A ,233232
FB,F*,DA,F+, , ,F,D,42,FD-042  ,264192
FB,F*,DA,FB, , ,F,D,2,FD-002  ,218784
FB,F+,DA,DA, , ,F,D,24,FD-024  ,256968
FB,F+,DA,DA, , ,F,D,24,FD-024A ,258000
FB,FB,DA,DA, , ,F,D,12,FD-012  ,232200
FB,FB,DA,DA, , ,F,D,12,FD-012A ,233232
G*,F-,G*,F-, , ,G,F,9,GF-009  ,132096
G*,F-,G*,F-, , ,G,F,9,GF-009A ,133128
G*,F-,G*,G*, , ,G,F,3,GF-003  ,125904
G*,F-,G+,FA, , ,G,F,17,GF-017  ,148608
G*,F-,G+,FA, , ,G,F,17,GF-017A ,149640
G*,F-,GB,FA, , ,G,F,9,GF-009  ,132096
G*,F-,GB,FA, , ,G,F,9,GF-009A ,133128
G*,G*,F-,F-, , ,G,F,12,GF-012  ,138288
G*,G*,F-,F-, , ,G,F,12,GF-012A ,139320
G*,G*,F-,G*, , ,G,F,2,GF-002  ,124872
G*,G*,G*,F-, , ,G,F,1,GF-001  ,123840
G*,G*,G*,G*, , ,G,G,0,GG-001  ,108360
G*,G*,G*,G*, , ,G,G,0,GG-002  ,109392
G*,G*,G*,G*, , ,G,G,0,GG-003  ,110424
G*,G*,G*,G*, , ,G,G,0,GG-004  ,111456
G*,G*,G*,G*, , ,G,G,0,GG-005  ,112488
G*,G*,G*,G*, , ,G,G,0,GG-006  ,113520
G*,G*,G*,G*, , ,G,G,0,GG-007  ,114552
G*,G*,G*,G*, , ,G,G,0,GG-008  ,115584
G*,G*,G*,G*, , ,G,G,0,GG-009  ,116616
G*,G*,G*,G*, , ,G,G,0,GG-010  ,117648
G*,G*,G*,G*, , ,G,G,0,GG-011  ,118680
G*,G*,G*,G*, , ,G,G,0,GG-012  ,119712
G*,G*,G*,G*, , ,G,G,0,GG-013  ,120744
G*,G*,G*,G*, , ,G,G,0,GG-014  ,121776
G*,G*,G*,G*, , ,G,G,0,GG-015  ,122808
G*,G*,G*,G*, , ,G,G,0,GG-016  ,323016
G*,G*,G*,G*, , ,G,G,0,GG-017  ,324048
G*,G*,G*,G*, , ,G,G,0,GG-018  ,325080
G*,G*,G*,G*, , ,G,G,0,GG-019  ,326112
G*,G*,G*,G*, , ,G,G,0,GG-020  ,327144
G*,G*,G*,G*, , ,G,G,0,GG-021  ,328176
G*,G*,G*,G*, , ,G,G,0,GG-022  ,329208
G*,G*,G*,G*, , ,G,G,0,GG-023  ,330240
G*,G*,G*,G*, , ,G,G,0,GG-024  ,331272
G*,G*,G*,G*, , ,G,G,0,GG-025  ,332304
G*,G*,G*,SB, , ,S,G,28,SG-028  ,78432
G*,G*,SB,G*, , ,S,G,27,SG-027  ,77400
G*,G+,F-,FA, , ,G,F,24,GF-024  ,163056
G*,G+,F-,FA, , ,G,F,24,GF-024A ,164088
G*,G+,G+,FA, , ,G,F,5,GF-005  ,127968
G*,G+,GB,FA, , ,G,F,45,GF-045  ,173376
G*,G-,G-,S+, , ,S,G,28,SG-028  ,78432
G*,G-,GA,S+, , ,G,S,36,SG-036  ,86688
G*,GA,G-,S+, , ,G,S,32,SG-032  ,82560
G*,GA,GA,S+, , ,G,S,40,SG-040  ,63984
G*,GB,F-,FA, , ,G,F,12,GF-012  ,138288
G*,GB,F-,FA, , ,G,F,12,GF-012A ,139320
G*,GB,G+,FA, , ,G,F,41,GF-041  ,169248
G*,GB,GB,FA, , ,G,F,1,GF-001  ,123840
G*,SB,G*,G*, , ,G,S,26,SG-026  ,76368
G*,SB,SB,G*, , ,S,G,50,SG-050  ,74304
G+,F-,F-,F*, , ,G,F,25,GF-025  ,179568
G+,F-,F-,G+, , ,G,F,49,GF-049  ,177504
G+,F-,F-,GB, , ,G,F,49,GF-049  ,177504
G+,F-,FA,F*, , ,F,G,33,GF-033  ,187824
G+,F-,FA,G+, , ,G,F,63,GF-063  ,204336
G+,F-,FA,G+, , ,G,F,67,GF-067  ,208464
G+,F-,FA,GB, , ,G,F,53,GF-053  ,194016
G+,FA,F-,F*, , ,F,G,29,GF-029  ,183696
G+,FA,F-,G+, , ,G,F,59,GF-059  ,200208
G+,FA,F-,GB, , ,G,F,51,GF-051  ,191952
G+,FA,FA,F*, , ,F,G,37,GF-037  ,165120
G+,FA,FA,G+, , ,F,G,65,GF-065  ,206400
G+,FA,FA,GB, , ,G,F,55,GF-055  ,196080
G+,FA,G*,F-, , ,G,F,21,GF-021  ,156864
G+,FA,G*,F-, , ,G,F,21,GF-021A ,157896
G+,FA,G*,G+, , ,G,F,7,GF-007  ,130032
G+,FA,G*,GB, , ,G,F,43,GF-043  ,171312
G+,FA,G+,FA, , ,F,G,13,GF-013  ,140352
G+,FA,G+,FA, , ,F,G,13,GF-013A ,141384
G+,FA,GB,FA, , ,G,F,21,GF-021  ,156864
G+,FA,GB,FA, , ,G,F,21,GF-021A ,157896
G+,G*,FA,F-, , ,G,F,20,GF-020  ,154800
G+,G*,FA,F-, , ,G,F,20,GF-020A ,155832
G+,G*,FA,G+, , ,G,F,6,GF-006  ,129000
G+,G*,FA,GB, , ,G,F,46,GF-046  ,174408
G+,G+,FA,FA, , ,F,G,16,GF-016  ,146544
G+,G+,FA,FA, , ,F,G,16,GF-016A ,147576
G+,GB,FA,FA, , ,G,F,20,GF-020  ,154800
G+,GB,FA,FA, , ,G,F,20,GF-020A ,155832
G-,G*,S+,G-, , ,S,G,27,SG-027  ,77400
G-,G*,S+,GA, , ,G,S,35,SG-035  ,85656
G-,G-,S*,S*, , ,S,G,11,SG-011  ,27864
G-,G-,S*,S*, , ,S,G,11,SG-011A ,28896
G-,G-,S*,S*, , ,S,G,11,SG-011B ,29928
G-,G-,S*,S*, , ,S,G,11,SG-011C ,30960
G-,GA,S*,S+, , ,S,G,19,SG-019  ,48504
G-,GA,S*,S+, , ,S,G,19,SG-019A ,49536
G-,GA,S*,SB, , ,S,G,11,SG-011  ,27864
G-,GA,S*,SB, , ,S,G,11,SG-011A ,28896
G-,GA,S*,SB, , ,S,G,11,SG-011B ,29928
G-,GA,S*,SB, , ,S,G,11,SG-011C ,30960
G-,S*,G*,G-, , ,G,S,26,SG-026  ,76368
G-,S*,G-,S*, , ,S,G,10,SG-010  ,23736
G-,S*,G-,S*, , ,S,G,10,SG-010A ,24768
G-,S*,G-,S*, , ,S,G,10,SG-010B ,25800
G-,S*,G-,S*, , ,S,G,10,SG-010C ,26832
G-,S*,GA,S+, , ,S,G,18,SG-018  ,46440
G-,S*,GA,S+, , ,S,G,18,SG-018A ,47472
G-,S*,GA,SB, , ,S,G,10,SG-010  ,23736
G-,S*,GA,SB, , ,S,G,10,SG-010A ,24768
G-,S*,GA,SB, , ,S,G,10,SG-010B ,25800
G-,S*,GA,SB, , ,S,G,10,SG-010C ,26832
G-,S*,S*,S*, , ,S,G,4,SG-004  ,13416
G-,S*,S*,S*, , ,S,G,4,SG-004A ,14448
G-,S+,G*,GA, , ,G,S,34,SG-034  ,84624
G-,S+,S+,G-, , ,S,G,50,SG-050  ,74304
G-,S+,S+,GA, , ,S,G,64,SG-064  ,101136
G-,S+,S+,GA, , ,S,G,68,SG-068  ,105264
G-,S+,SB,G-, , ,S,G,50,SG-050  ,74304
G-,S+,SB,GA, , ,S,G,54,SG-054  ,90816
G-,SB,S+,G-, , ,S,G,50,SG-050  ,74304
G-,SB,S+,GA, , ,S,G,70,SG-070  ,107328
GA,G*,S+,G-, , ,G,S,31,SG-031  ,81528
GA,G*,S+,GA, , ,G,S,39,SG-039  ,62952
GA,G-,S+,S*, , ,S,G,23,SG-023  ,56760
GA,G-,S+,S*, , ,S,G,23,SG-023A ,57792
GA,G-,SB,S*, , ,S,G,11,SG-011  ,27864
GA,G-,SB,S*, , ,S,G,11,SG-011A ,28896
GA,G-,SB,S*, , ,S,G,11,SG-011B ,29928
GA,G-,SB,S*, , ,S,G,11,SG-011C ,30960
GA,GA,S+,S+, , ,S,G,15,SG-015  ,40248
GA,GA,S+,S+, , ,S,G,15,SG-015A ,41280
GA,GA,S+,SB, , ,S,G,23,SG-023  ,56760
GA,GA,S+,SB, , ,S,G,23,SG-023A ,57792
GA,GA,SB,S+, , ,S,G,19,SG-019  ,48504
GA,GA,SB,S+, , ,S,G,19,SG-019A ,49536
GA,GA,SB,SB, , ,S,G,11,SG-011  ,27864
GA,GA,SB,SB, , ,S,G,11,SG-011A ,28896
GA,GA,SB,SB, , ,S,G,11,SG-011B ,29928
GA,GA,SB,SB, , ,S,G,11,SG-011C ,30960
GA,S+,G*,G-, , ,G,S,30,SG-030  ,80496
GA,S+,G*,GA, , ,G,S,38,SG-038  ,61920
GA,S+,G-,S*, , ,S,G,22,SG-022  ,54696
GA,S+,G-,S*, , ,S,G,22,SG-022A ,55728
GA,S+,GA,S+, , ,G,S,14,SG-014  ,38184
GA,S+,GA,S+, , ,G,S,14,SG-014A ,39216
GA,S+,GA,SB, , ,S,G,22,SG-022  ,54696
GA,S+,GA,SB, , ,S,G,22,SG-022A ,55728
GA,S+,S+,G-, , ,S,G,60,SG-060  ,97008
GA,S+,S+,GA, , ,G,S,66,SG-066  ,103200
GA,S+,S+,S*, , ,S,G,8,SG-008  ,18576
GA,S+,SB,G-, , ,S,G,52,SG-052  ,88752
GA,S+,SB,GA, , ,S,G,56,SG-056  ,92880
GA,S+,SB,S*, , ,S,G,44,SG-044  ,68112
GA,SB,G-,S*, , ,S,G,10,SG-010  ,23736
GA,SB,G-,S*, , ,S,G,10,SG-010A ,24768
GA,SB,G-,S*, , ,S,G,10,SG-010B ,25800
GA,SB,G-,S*, , ,S,G,10,SG-010C ,26832
GA,SB,GA,S+, , ,S,G,18,SG-018  ,46440
GA,SB,GA,S+, , ,S,G,18,SG-018A ,47472
GA,SB,GA,SB, , ,S,G,10,SG-010  ,23736
GA,SB,GA,SB, , ,S,G,10,SG-010A ,24768
GA,SB,GA,SB, , ,S,G,10,SG-010B ,25800
GA,SB,GA,SB, , ,S,G,10,SG-010C ,26832
GA,SB,S+,G-, , ,S,G,58,SG-058  ,94944
GA,SB,S+,GA, , ,S,G,62,SG-062  ,99072
GA,SB,S+,S*, , ,S,G,48,SG-048  ,72240
GA,SB,SB,S*, , ,S,G,4,SG-004  ,13416
GA,SB,SB,S*, , ,S,G,4,SG-004A ,14448
GB,F*,F*,F*, , ,G,F,25,GF-025  ,179568
GB,F*,F*,GB, , ,G,F,49,GF-049  ,177504
GB,F-,F-,G+, , ,G,F,49,GF-049  ,177504
GB,F-,FA,G+, , ,G,F,69,GF-069  ,210528
GB,FA,F-,G+, , ,G,F,57,GF-057  ,198144
GB,FA,FA,G+, , ,G,F,61,GF-061  ,202272
GB,FA,G*,F-, , ,G,F,9,GF-009  ,132096
GB,FA,G*,F-, , ,G,F,9,GF-009A ,133128
GB,FA,G*,G+, , ,G,F,47,GF-047  ,175440
GB,FA,G*,GB, , ,G,F,3,GF-003  ,125904
GB,FA,G+,FA, , ,G,F,17,GF-017  ,148608
GB,FA,G+,FA, , ,G,F,17,GF-017A ,149640
GB,FA,GB,FA, , ,G,F,9,GF-009  ,132096
GB,FA,GB,FA, , ,G,F,9,GF-009A ,133128
GB,G*,FA,F-, , ,G,F,12,GF-012  ,138288
GB,G*,FA,F-, , ,G,F,12,GF-012A ,139320
GB,G*,FA,G+, , ,G,F,42,GF-042  ,170280
GB,G*,FA,GB, , ,G,F,2,GF-002  ,124872
GB,G+,FA,FA, , ,G,F,24,GF-024  ,163056
GB,G+,FA,FA, , ,G,F,24,GF-024A ,164088
